Ch.,B,A,x0,y0,Ra,Dec,FWHMx,FWHMy,Mag,Beta,r,Angle,RMSE
0,0.0256639,0.0269806,2863.59,2356.69,265.184,-32.4763,4.10851,3.95187,-0.116045,-1,0.961874,-81.1038,0.000338122
0,0.0255963,0.019427,2897.54,2678.15,265.407,-32.4845,7.23736,4.34296,-0.114376,-1,0.600076,-50.5926,0.00100667
0,0.0258503,0.0277378,3639.09,1672.9,264.799,-31.9664,4.03674,3.84327,-0.114188,-1,0.952073,-75.5438,0.00155715
0,0.0256787,0.0285936,2757.72,1754.92,264.761,-32.4838,3.8631,3.86296,-0.112798,-1,0.999963,-22.4779,0.000606724
0,0.0256661,0.0265309,3220.95,1946.93,264.941,-32.2334,4.12177,3.87612,-0.112239,-1,0.940402,-89.9375,0.000376357
0,0.0258186,0.0265489,3282.24,1996.67,264.982,-32.2023,4.14389,3.84569,-0.111916,-1,0.928039,71.7756,0.000606739
0,0.0255252,0.0150121,3676.4,2554.19,265.403,-32.0227,6.0523,5.16754,-0.104963,-1,0.853815,-81.9752,0.000616008
0,0.0255929,0.0255412,3267.85,1731.8,264.8,-32.1869,4.06531,3.77376,-0.104027,-1,0.928284,76.4037,0.000341566
0,0.0256218,0.0237768,2874.18,2358.96,265.186,-32.4703,4.21419,3.84434,-0.10296,-1,0.912235,-74.574,0.000355704
0,0.0256022,0.0231807,3195.86,1887.54,264.898,-32.2426,4.19177,3.88678,-0.100854,-1,0.92724,-83.2634,0.000331116
0,0.025514,0.00815812,3477.19,1729.15,264.82,-32.0654,7.86968,7.25132,-0.0994388,-1,0.921424,-75.6937,0.000973077
0,0.02561,0.0211037,3047.63,2639.8,265.397,-32.3945,4.36157,4.01446,-0.0986364,-1,0.920415,-77.6345,0.000346398
0,0.02553,0.0132042,2667.63,2006.74,264.924,-32.5584,7.50306,7.24678,-0.0986095,-1,0.965843,-6.92207,0.00115312
